"Pos";"Age";"Tm";"G";"GS";"MP";"X3P.";"X2P";"X2PA";"X2P.";"FT";"FTA";"FT.";"ORB";"DRB";"TRB";"AST";"STL";"BLK";"TOV";"PF";"PTS"
"SG";24;"CHI";43;13;22.9;31.5;2.2;4.9;45.5;1;1.5;71.4;0.5;2.7;3.2;1.7;0.5;0.2;1.3;1.9;8
"PG";20;"CLE";82;72;31.8;40.2;4.9;11.1;44;2.6;3.1;83.9;0.7;2.2;2.9;3;0.5;0.1;2.3;2.3;16.7
"SG";21;"TOT";79;27;22.8;42.2;0.9;2;45.3;0.9;1.2;80.6;0.3;1.4;1.7;1.5;0.5;0.1;0.6;2;9.1
"SG";21;"PHI";54;4;20.5;40.4;1;1.9;52.9;0.8;1;81.5;0.3;1.2;1.4;1.1;0.4;0.1;0.5;2;8.3
"SG";21;"LAC";25;23;27.8;45;0.8;2.4;32.2;1.2;1.6;79.5;0.3;2;2.2;2.3;0.5;0.1;0.8;2;10.9
"SG";28;"TOT";62;41;23.9;34.8;1.2;2.8;41.6;0.6;0.7;80;0.4;2.5;3;1.8;1;0.4;0.8;2;7.5
"SG";28;"SAC";42;40;26.2;36.6;1.4;3.5;40.4;0.8;1;82.9;0.5;2.6;3.1;2.2;1.1;0.5;0.9;2.2;8.9
"SG";28;"HOU";20;1;19.1;29.6;0.7;1.4;48.1;0.1;0.2;50;0.4;2.3;2.7;1.1;0.6;0.2;0.6;1.8;4.6
"PF";24;"TOR";80;79;31.9;36.9;5.5;9.1;60.2;3;3.8;78.5;1.6;5.3;6.9;3.1;0.9;0.7;1.9;3;16.9
"SG";26;"ATL";1;0;4;100;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;3
"PG";22;"PHI";79;79;34.2;0;6.8;12.1;56.6;3.3;5.4;60;2.2;6.6;8.8;7.7;1.4;0.8;3.5;2.6;16.9
"SG-SF";29;"TOT";56;9;19;26.9;1.9;4.4;42.7;1.3;1.7;74.2;0.5;1.8;2.3;2.3;0.5;0.3;1.2;1.6;6.5
"SG";29;"ORL";41;9;20.6;22.9;2.1;5;41.9;1.4;1.8;77.8;0.6;1.9;2.4;2.3;0.4;0.3;1.4;1.7;6.9
"SF";29;"PHI";15;0;14.6;42.9;1.3;2.9;46.5;1.1;1.7;64;0.3;1.5;1.7;2.2;0.7;0.1;0.8;1.4;5.5
"PG";21;"CLE";1;0;2;NA;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0
"SG";19;"POR";20;1;7.1;34.5;0.9;1.7;52.9;0.5;0.8;56.3;0.2;0.5;0.7;0.7;0.1;0;0.6;0.5;3.8
"SG";24;"BOS";80;60;27.5;36.4;1.4;2.8;51.1;1.3;1.6;80.6;0.7;2.2;2.9;4;1.8;0.4;1.5;2.5;8.9
"PG";21;"TOT";53;50;28.5;32.2;4;8.3;47.7;1.9;2.9;63.5;0.6;2.3;2.9;4.8;1.3;0.4;2.9;2.4;13.6
"PG";21;"DAL";32;32;28.4;34.4;3.6;7.3;49.1;1.8;2.6;69.5;0.6;2.5;3;4.3;1.3;0.3;3.1;2.6;12.9
"PG";21;"NYK";21;18;28.6;28.9;4.6;10;46.2;2;3.5;56.8;0.7;2.1;2.8;5.4;1.3;0.4;2.6;2.2;14.7
"PG";30;"DET";56;0;22.3;32.6;2.9;6.3;45.5;0.8;1.1;75.8;0.4;2.2;2.6;3.6;0.5;0.2;1.1;1.9;8.9
"SG";33;"CLE";11;4;20.2;30.8;1.4;3.6;37.5;0.7;0.9;80;0;1.6;1.6;1.9;1;0.3;1;1.7;6.7
"PF-C";32;"TOT";20;1;9.5;34.6;0.6;1.7;36.4;0.7;0.8;87.5;0.8;1.8;2.6;0.7;0.2;0.4;0.7;1.5;3.3
"C";32;"WAS";12;1;10.8;40;0.9;2.3;40.7;0.8;1;83.3;0.9;2.2;3.1;1;0.1;0.4;0.6;1.8;3.7
"PF";32;"MIL";6;0;6.7;33.3;0.2;0.7;25;0.3;0.3;100;0.5;1.3;1.8;0.2;0.3;0.3;0.8;1;2.2
"C";32;"NOP";2;0;10;28.6;0;1;0;1;1;100;1;1;2;0.5;0;0;0.5;1.5;4
"SG";19;"PHI";6;2;18.5;37.5;1.3;3;44.4;1;1.3;75;0.5;1.7;2.2;1.7;0.3;0.3;1;1.3;6.7
"SF";27;"MIL";74;12;17.6;39.7;1.1;2.1;52.2;0.5;0.6;88.1;0.4;1.7;2.1;0.9;0.4;0.2;0.3;1.2;6
"PF";21;"TOT";14;3;10.6;0;1.8;3.1;56.8;0.3;0.9;33.3;1.1;2.4;3.4;0.4;0.6;0.6;0.6;1.6;3.9
"PF";21;"DAL";1;0;1;NA;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0
"PF";21;"PHO";13;3;11.3;0;1.9;3.4;56.8;0.3;0.9;33.3;1.2;2.5;3.7;0.4;0.7;0.6;0.7;1.8;4.2
"PF";21;"ATL";46;11;17.5;34.4;1.2;2.5;46.6;0.7;1;71.1;1.6;2.7;4.2;1;0.6;0.5;0.7;1.5;5.9
"SG";25;"TOT";68;0;14.9;37.2;1;2.2;44;0.8;0.9;89.1;0.3;1.6;1.9;1.2;0.3;0.1;0.8;0.7;5.9
"SG";25;"POR";44;0;15.3;34.4;1.2;2.4;51;0.7;0.8;88.9;0.2;1.6;1.8;1.4;0.3;0.1;0.9;0.7;6.1
"SG";25;"CLE";24;0;14.3;42.9;0.5;1.9;28.3;1;1.2;89.3;0.3;1.6;2;0.8;0.3;0.1;0.5;0.8;5.5
"SG";28;"MEM";1;0;7;NA;1;2;50;0;0;NA;0;0;0;0;1;0;1;0;2
"SG";28;"LAL";68;3;16.5;37.1;1.6;3.5;47.2;0.7;1.1;68.5;0.5;2.7;3.2;2.1;0.6;0.1;1.3;1.6;7.2
"PG";23;"IND";23;2;9.1;25.9;0.7;1.6;40.5;0.7;1;62.5;0.4;0.7;1;0.4;0.5;0.2;0.4;1.1;2.9
"PF";21;"TOT";21;0;8.5;14.3;0.8;2.2;37;0.3;0.4;66.7;0.8;2.2;3;0.5;0.3;0;0.9;1.3;2
"PF";21;"POR";18;0;8.1;20;0.7;2.2;33.3;0.3;0.4;85.7;0.7;2.2;2.9;0.4;0.2;0;0.9;1.2;1.9
"PF";21;"SAC";3;0;11;0;1.3;2.3;57.1;0;0.7;0;1.3;2.7;4;1.3;0.7;0.3;0.7;2;2.7
"SF";20;"BOS";79;79;31.1;37.3;4.4;9.2;48.3;2.5;2.9;85.5;0.9;5.2;6;2.1;1.1;0.7;1.5;2.1;15.7
"PG";30;"MIN";42;41;30.1;33.3;3.4;7.4;45.3;2.9;3.6;80.4;0.4;2.1;2.5;8.2;1;0.4;2.3;2.1;12.1
"SG";32;"TOT";75;55;27.2;34.1;1.6;3.1;51.5;1.1;1.4;74.8;0.4;2.5;2.9;1.4;1;0.4;0.9;2.7;7.8
"SG";32;"MEM";49;49;31.2;35.2;1.9;3.6;52;1.2;1.6;75;0.4;2.7;3.1;1.4;1;0.5;1.1;2.7;9.4
"SG";32;"LAC";26;6;19.6;29.6;1;2;50;0.9;1.2;74.2;0.4;2.1;2.5;1.4;1;0.2;0.6;2.7;4.7
"PF";22;"TOT";3;0;7.7;NA;1.3;2.3;57.1;0.7;1.3;50;1;1.3;2.3;0.7;1;0;0.7;1.3;3.3
"PF";22;"PHO";2;0;10;NA;2;3;66.7;0.5;1;50;1;2;3;0.5;1.5;0;1;2;4.5
"PF";22;"MIA";1;0;3;NA;0;1;0;1;2;50;1;0;1;1;0;0;0;0;1
"C";26;"BOS";66;2;13.8;38.8;1.8;3;60.3;0.8;1.2;73.7;1.3;2.1;3.4;1;0.3;0.6;0.5;2.4;5.7
"SG";29;"DEN";12;0;15.1;27.9;1.8;4.7;39.3;1.4;2.3;63;0.4;0.7;1.1;1.9;0.4;0.1;1.5;1.4;8.1
"SG";22;"DET";26;0;7.5;28.6;0.5;1.3;35.3;0.3;0.4;63.6;0.2;0.6;0.8;0.3;0.3;0.2;0.2;0.8;2.3
"PF";30;"NYK";46;17;17;27.8;1.2;2.6;47.5;0.6;0.8;75;0.5;2.1;2.5;0.6;0.4;0.2;0.5;1.8;4.5
"SG";28;"GSW";78;78;34;40.2;5.3;10.3;51.6;1.7;2;81.6;0.5;3.4;3.8;2.4;1.1;0.6;1.5;2;21.5
"C";27;"CLE";43;40;27.9;NA;4.7;8.8;52.9;1.6;2.5;64.2;4;6.2;10.2;2;0.7;0.4;1.4;2.1;10.9
"SG";24;"LAC";64;1;4.9;20;0.2;0.5;41.2;0.4;0.5;73.5;0.1;0.6;0.7;0.3;0.2;0.1;0.3;0.6;1
"PF";33;"MIN";65;0;16.6;37.7;0.3;0.7;40.9;0.7;0.9;78.3;0.2;2.5;2.7;0.7;0.3;0.3;0.6;1.4;5
"C";23;"MIN";77;77;33.1;40;7;12.5;56.2;4.9;5.8;83.6;3.4;9;12.4;3.4;0.9;1.6;3.1;3.8;24.4
"SG";20;"POR";15;1;7.4;23.8;0.7;1.9;37.9;0.2;0.5;42.9;0.1;0.7;0.7;0.3;0.1;0.1;0.3;0.3;2.7
"SG";23;"NYK";64;3;22.8;39.4;2.8;6;46.6;2.8;3.5;80.3;0.5;2.6;3.1;1.9;0.4;0.2;1.8;1.8;10.9
"PF";33;"HOU";82;82;34.2;37.7;0.7;1.7;44.9;0.5;0.7;69.5;1.5;4.4;5.8;1.2;1.6;0.5;0.8;3.1;7.3
"PG";30;"POR";73;2;22;21.2;2.6;5.4;49.4;1;1.5;70.8;0.5;4;4.5;3.9;0.5;0.2;1.6;1.5;6.8
"C";22;"IND";74;74;28.6;38.8;4.1;7.9;52.1;2;2.7;73.6;1.4;5.8;7.2;1.6;0.8;2.7;1.4;2.6;13.3
"C";31;"UTA";51;1;6.3;NA;1;1.4;69.4;0.4;0.6;63.3;0.5;1.2;1.8;0.5;0.2;0.6;0.3;0.7;2.3
"PG";23;"CHI";1;0;1;NA;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0
"C";26;"TOT";49;27;22.3;29.2;5.9;10;58.6;3;3.8;79.5;2.2;6.4;8.6;1.4;0.4;1.1;1.8;3;15.6
"C";26;"TOR";30;10;18.8;30;4.7;7.6;61.1;2.6;3.1;81.9;1.8;5.4;7.2;1;0.4;0.8;1.3;2.7;12.8
"C";26;"MEM";19;17;27.7;27.8;7.7;13.7;56.3;3.7;4.8;76.9;2.7;7.9;10.7;2.2;0.3;1.6;2.7;3.4;19.9
"PF";19;"DEN";17;0;4.1;0;0.5;1.1;50;0.4;0.6;60;0.4;0.9;1.4;0.2;0.4;0.1;0.5;0.5;1.4
"PG";24;"TOR";64;28;27.5;37.8;2.1;4.8;44.1;1.5;1.8;84.3;0.3;2.3;2.6;4.8;0.9;0.3;1.3;1.7;11
"PF";23;"NYK";68;57;25.3;33.6;2.4;4.5;53.1;1.6;2.3;71.2;1.7;6.1;7.8;1.9;0.7;0.8;1.3;2.6;8.4
"C";28;"ORL";80;80;31.4;36.4;7.7;14;54.9;2.2;2.8;78.9;2.8;9.2;12;3.8;1;1.1;2;2;20.8
"SG";37;"MIA";72;2;26.2;33;4.6;9.7;47.2;2.3;3.2;70.8;1;3;4;4.2;0.8;0.5;2.3;1.6;15
"C";21;"LAL";43;5;10.4;28.6;1.1;2.2;52.1;1;1.2;81.1;0.4;1.6;2;0.6;0.3;0.3;0.9;1.3;4.8
"SG";27;"MIA";44;28;25.9;37.7;2;4.3;47.1;0.5;1;50;0.2;2.5;2.6;2.8;0.7;0.2;1.5;1.6;12
"PG";28;"CHO";82;82;34.9;35.6;5.7;11.6;49.4;4.6;5.5;84.4;0.6;3.8;4.4;5.9;1.2;0.4;2.6;1.6;25.6
"SG";20;"SAS";17;0;6.9;38.5;0.6;1.9;33.3;0.5;0.6;80;0;1;1;0.5;0.4;0.2;0.2;0.4;2.6
"PG";28;"WAS";32;32;34.5;30.2;6.1;12;50.7;3.8;5.5;69.7;0.5;3.2;3.6;8.7;1.5;0.9;3.8;2.2;20.7
"PG";24;"LAC";62;0;10.1;21.1;1.4;3.2;44.4;0.5;0.9;52.6;0.3;1.3;1.6;0.7;0.3;0.1;0.6;1.3;3.5
"SF";24;"ATL";55;47;28.2;39;2.5;5.1;49.8;1.7;2.1;81.9;0.4;3.2;3.6;2.1;1;0.3;1.8;2.6;13.5
"PG";29;"BOS";36;0;9.5;41;0.9;1.8;51.5;0.7;0.8;85.7;0.1;1.1;1.1;1.6;0.3;0.1;0.5;0.9;3.9
"SF";25;"PHO";43;36;31.6;42.8;5.1;10;51;2.3;2.9;81.5;0.7;3.3;4;1.5;1.2;0.7;1.2;2.8;18
"SF";27;"MEM";18;3;14.1;20.8;0.6;1.3;45.8;0.2;0.2;75;0.4;1.8;2.3;0.8;0.7;0.1;0.4;0.9;2.2
"SF";24;"MEM";15;0;11.6;12.5;0.9;2.3;37.1;0.5;0.7;70;0.3;1.8;2.1;0.5;0.3;0.1;0.4;0.7;2.6
"C";22;"DEN";11;0;3.3;42.9;0.4;0.5;66.7;0.1;0.2;50;0;0.4;0.4;0.5;0;0;0.1;0.3;1.6
"PG";30;"OKC";73;73;36;29;7;14.5;48.1;4.1;6.2;65.6;1.5;9.6;11.1;10.7;1.9;0.5;4.5;3.4;22.9
"PG";24;"SAS";67;55;25.8;33.8;3.2;6;52.9;1.4;1.8;77.2;0.5;3.2;3.7;3.9;1;0.7;1.4;2.2;9.9
"PF";26;"WAS";3;0;2;0;0;0;NA;0;0;NA;0.3;0.3;0.7;0;0;0;0;0;0
"C";29;"MIA";72;53;23.3;12.5;5.4;9.2;58.1;1.5;3.4;44.9;3.6;7.8;11.3;0.8;0.6;1.9;1.3;2.7;12.3
"SF";23;"MIN";73;73;34.8;33.9;5.2;11.8;44.1;2.8;4.1;69.9;1.1;3.7;4.8;2.5;1;0.7;1.9;2.1;18.1
"PF";26;"BRK";5;0;5.2;0;1.6;2.4;66.7;0.4;0.8;50;0.8;3;3.8;0.6;0.2;0;0.2;0.4;3.6
"SG";28;"MIN";15;0;8.5;31.3;0.8;1.3;63.2;0;0.1;0;0.1;0.5;0.5;0.8;0.4;0;0.3;1.1;2.6
"C";23;"LAL";24;0;15.5;0;2.7;4.5;60.2;1.1;2;56.3;2;2.1;4.1;0.5;0.3;0.3;0.7;2.6;6.5
"SF";24;"NOP";46;29;23.5;33.3;1.2;2.7;44.7;0.3;0.4;68.4;1.2;3.6;4.8;1.8;1;0.4;0.8;2.1;6.1
"SG";32;"LAC";75;1;26.6;36.1;5.1;11.3;44.7;5.7;6.5;87.6;0.5;2.4;3;5.4;0.8;0.1;2.4;1.1;20
"PF";32;"CHO";75;75;28.4;36.6;1.8;3.6;50;0.9;1.1;76.7;1;4.4;5.4;1.2;0.9;0.8;0.6;2.1;10.1
"C";21;"BOS";32;2;8.8;NA;1.1;1.6;70.6;0.3;0.5;60;0.8;1.7;2.5;0.2;0.3;1.3;0.3;1.1;2.5
"SF";24;"SAC";21;0;14.9;31.8;1.4;2.6;55.6;0.4;0.7;60;0.6;2.2;2.8;0.5;0.5;0.4;0.4;1.8;5.3
"PF";22;"MIL";48;3;18.4;36.2;1.2;2.6;46.8;0.5;1;55.3;0.9;3.7;4.6;1.1;0.4;0.4;0.7;1.8;5.8
"SF";22;"MIA";66;52;29.7;37.5;3.5;7.5;46.2;1.3;2.1;62.8;1;4.4;5.4;4.3;1.1;0.3;2.2;2.7;12.6
"PF";23;"MIL";13;0;4.8;60;0.7;1.5;45;0.8;1.2;66.7;0.3;1.2;1.5;0.2;0;0;0.2;0.2;2.8
"PF";23;"NOP";8;2;23.6;28.6;5.4;8.9;60.6;3.9;5.1;75.6;1.6;6.3;7.9;0.8;0.9;1.3;1.8;1.8;16.9
"PG";26;"TOR";49;2;18.3;33.3;2;4.1;47.8;1.1;1.2;86.9;0.8;1.8;2.6;2.2;0.9;0.3;0.8;1.1;6.9
"PG";26;"MEM";26;11;30.8;25.6;3.7;7.2;50.8;2.5;3.4;74.2;1.1;4.3;5.4;5.3;1.6;0.6;1.5;1.9;12.2
"PF";23;"BOS";41;1;6.1;32.1;0.6;1.2;53.1;0.4;0.5;68.2;0.6;0.7;1.3;0.4;0.2;0.2;0.4;0.8;2.3
"SG";33;"DEN";4;0;9.3;37.5;0;0.3;0;0;0;NA;0;0.3;0.3;0.5;0;0.3;0.5;1;2.3
"PF";30;"IND";81;81;30.7;34.9;4.8;8.6;56.4;1.1;1.7;64.4;2.4;4.1;6.5;2.5;1.5;0.4;1.5;2.4;12.6
"PG";20;"ATL";81;81;30.9;32.4;4.6;9.6;47.7;4.2;5.1;82.9;0.8;2.9;3.7;8.1;0.9;0.2;3.8;1.7;19.1
"C";26;"CHO";49;47;25.4;27.3;3.8;6.6;57;2.3;2.9;78.7;2.2;4.6;6.8;2.1;0.8;0.8;1.3;3.3;10.1
"C";29;"TOT";6;1;15.5;0;2.7;4.8;55.2;2.3;3;77.8;1.8;2.2;4;0.7;0.2;0.5;0.7;3.3;7.7
"C";29;"ATL";2;0;5.5;0;0;0.5;0;0;0;NA;1;2;3;0.5;0;0;0;2;0
"C";29;"MEM";4;1;20.5;NA;4;7;57.1;3.5;4.5;77.8;2.3;2.3;4.5;0.8;0.3;0.8;1;4;11.5
"C";22;"CLE";59;25;18.3;NA;3.1;5.6;55.3;1.6;2.2;70.5;1.8;3.6;5.4;0.9;0.2;0.4;1;1.9;7.8
"C";21;"TOT";59;37;17.6;NA;3.6;6.4;55.9;1.7;2.1;80.2;1.9;4.2;6.1;1.1;0.2;0.9;1.2;2.3;8.9
"C";21;"LAL";33;12;15.6;NA;3.4;5.8;58;1.7;2;86.4;1.6;3.3;4.9;0.8;0.1;0.8;1;2.2;8.5
"C";21;"LAC";26;25;20.2;NA;3.8;7.2;53.8;1.7;2.3;73.3;2.3;5.3;7.7;1.5;0.4;0.9;1.4;2.5;9.4
"C";26;"OKC";63;63;26.7;33.3;4.5;7.5;59.4;1.9;3.2;58.2;3.3;6;9.3;2.3;0.8;1.1;1.5;1.9;10.9
"PF";22;"MIA";72;72;33.6;14.3;6.1;10.8;56.4;3.7;5.3;69.1;2.4;7.8;10.2;5.1;1.1;1.3;2.8;2.5;15.9
"C";34;"SAS";53;53;33.1;38.9;6.2;12;51.9;3;3.6;82.7;1.9;5.5;7.4;2.4;0.7;1.6;1.4;2.4;18.9
"PF";23;"MIA";2;0;6.5;NA;0.5;1;50;0;0;NA;1;0.5;1.5;0;0;0;0.5;0.5;1
"SG";21;"NOP";47;1;12.6;34.6;1.1;2.8;39.1;0.5;0.8;67.6;0.2;1.6;1.8;1.9;0.4;0.2;1.1;1.2;5.7
"SG";24;"MEM";38;0;18.9;40.4;1.6;2.9;54.5;1;1.2;86.7;0.2;2;2.2;1.4;0.3;0.1;0.9;1.4;8.7
"C";21;"BRK";70;64;26.5;0;4.3;6.6;65.8;2.4;3.9;63.3;3.1;6.5;9.6;1.6;0.6;1.3;1.1;2.3;11.1
"SG";27;"NYK";10;0;11.7;31.3;1.4;2.8;50;0.7;1.1;63.6;0.2;0.7;0.9;2.1;0.5;0.2;0.8;0.7;5
"PF";29;"ORL";18;2;21.1;25;0.9;2.8;32;1.1;1.6;65.5;1.3;3.5;4.8;1.2;1;0.4;0.9;1.5;4.3
"SF";26;"BRK";10;1;10.7;20.7;0.4;0.9;44.4;0.2;0.4;50;0.1;2;2.1;0.8;0;0.6;0.4;1.3;2.8
"PF";26;"MEM";67;28;19.9;28.2;2;3.7;54.1;0.8;1.2;66.7;0.9;3.4;4.3;2.4;0.8;0.6;1;1.7;5.8
"C";31;"HOU";2;0;7;20;0.5;1;50;0;0;NA;0;3.5;3.5;1;0.5;0;0.5;0.5;2.5
"PF";25;"MIL";63;63;30.4;30.4;9.5;15;63.1;6.3;10;63.3;2.2;11.4;13.6;5.6;1;1;3.7;3.1;29.5
"PF";22;"LAL";5;0;4;NA;0.6;0.6;100;0.2;0.4;50;0.4;0.2;0.6;0.4;0;0;0.2;0.4;1.4
"SF";27;"MIL";20;2;6.5;0;1.2;1.9;63.2;0.4;0.9;41.2;0.6;0.6;1.2;0.8;0.4;0.1;0.6;0.9;2.8
"PF";35;"POR";58;58;32.8;38.5;4.3;9.6;44.8;2.3;2.8;84.5;1.2;5.1;6.3;1.5;0.8;0.5;1.7;2.9;15.4
"SF";22;"TOR";69;68;29.9;39;2.9;4.9;58.3;1;1.5;70.6;1.2;4.1;5.3;1.6;1.4;0.7;1.1;2.4;10.6
"PG";25;"CHI";58;4;16;39.1;0.6;1.4;43.9;0.5;0.7;71.1;0.3;1.6;1.9;1.7;0.5;0.1;0.6;1.7;4.5
"SF";34;"TOT";53;21;28.2;37.2;1.2;2.2;55.6;1.2;1.4;83.8;0.6;4;4.6;1.7;1.3;0.3;1.1;2.1;8
"SF";34;"SAC";32;0;24.7;35.2;0.7;1.3;48.8;0.7;0.8;77.8;0.7;3.9;4.6;1.6;1.1;0.2;0.9;2;6
"SF";34;"POR";21;21;33.4;40;2.1;3.5;59.5;2;2.2;87.2;0.6;4.1;4.8;2;1.6;0.4;1.3;2.3;11
"PG";32;"ORL";57;13;24.9;34.8;2;4.6;43.8;2.8;3.2;89;0.4;1.8;2.1;4.6;0.6;0;1.5;1.3;10.5
"C";21;"PHO";38;32;32.5;23.1;8.1;14.6;55.3;1.8;2.3;75.3;3.9;7.6;11.5;1.9;0.7;1.5;2.1;3.1;18.2
"PF";20;"SAC";13;6;25.7;18.2;5.7;11.2;51;1.9;2.4;80.6;2.2;5.2;7.5;0.8;0.5;0.9;1.4;3.3;14.2
"PG";22;"NOP";63;54;32.1;37.5;2;4.6;44.2;0.7;1.2;56.6;1.1;5;6.1;7;1.4;0.6;3.1;2;11.8
"C";21;"ORL";62;0;14.2;34.6;1.5;2.9;53.1;0.5;0.7;67.4;1.6;3.3;4.9;0.7;0.4;1.4;0.7;1.9;5.4
"PG";35;"DAL";29;6;15.5;37.6;1.8;4.2;43.4;0.7;0.8;90.9;0.3;1.5;1.8;3.9;0.2;0.1;1.3;0.9;7.7
"PF";27;"SAC";72;72;34.5;38.1;3.7;7.3;50.1;3;3.7;80.1;1.1;3.9;4.9;2.2;0.6;0.2;1.2;1.3;14.5
"SG";19;"NYK";56;55;30.4;32;4.1;9.5;43.2;2.8;4.5;61.4;0.9;4.1;5;2.6;1;0.3;2.2;2.2;14.3
"SF";29;"DEN";58;58;33;37.5;3.9;7.8;49.8;1.8;2.3;76.7;1.3;5;6.3;3.7;1.1;0.5;1.5;2.1;15.1
"SF";24;"TOT";44;0;16.9;33;1.5;3;50.4;1.2;1.7;72;0.6;2.3;2.9;0.7;0.4;0.5;0.4;1;6.5
"SF";24;"MIN";37;0;17.5;33;1.5;3;50;1.2;1.8;70.8;0.6;2.4;3;0.8;0.5;0.5;0.4;1;6.8
"SF";24;"DEN";7;0;14;33.3;1.4;2.7;52.6;1.1;1.4;80;0.6;1.9;2.4;0;0.3;0.6;0.4;1;5.3
"SF";31;"CHO";22;3;23;28.6;0.6;1.5;43.8;0.4;0.5;90;1.1;3.4;4.5;3;0.8;0.4;1;1.9;3.6
"C";33;"PHO";42;28;22.2;35.1;3;5.1;58.2;1.3;1.8;74.7;1.7;4;5.6;1.6;0.2;0.5;1.2;3.4;11.5
"SF-SG";30;"TOT";68;21;24.8;34.4;1.7;4.3;40;1.7;2.2;76.9;0.4;3.9;4.3;1.4;1.1;0.6;1.3;2.9;8.8
"SF";30;"POR";43;21;25.8;32.7;1.3;3.6;36.8;1.3;1.7;80.6;0.3;3.7;4;1.4;1;0.7;1.4;2.8;7.9
"SG";30;"SAC";25;0;23.1;38.4;2.4;5.4;43.7;2.2;3;73.3;0.6;4.3;4.9;1.3;1.2;0.4;1.2;3;10.3
"PF";19;"OKC";61;9;18.5;34.8;1.2;2.9;43.2;0.7;1;69.4;0.5;3.5;4;0.7;0.4;0.7;0.7;0.9;5.6
"SG";26;"WAS";57;57;36;35.3;7.4;14.4;51.5;6.8;8;84.2;0.9;3.3;4.2;6.1;1.2;0.4;3.4;2.2;30.5
"SG";23;"TOT";55;14;22;38.8;2.2;4.7;46.5;1;1.2;81.8;0.3;2.4;2.7;1.4;0.7;0.1;1;1.4;11.2
"SG";23;"DEN";41;0;18.2;36;1.4;3.4;42.1;0.8;0.9;86.8;0.2;1.7;1.9;1.2;0.8;0.1;0.9;1.2;7.9
"SG";33;"SAS";57;0;15.5;37.6;1;2.4;41.2;0.8;1;82.8;0.1;1.6;1.7;1.2;0.2;0;0.3;0.8;6.3
"C-PF";25;"TOT";29;0;8.8;33.3;1.1;1.9;56.4;0.7;1.1;61.3;1;1.8;2.8;0.6;0.1;0.3;0.7;0.7;3.2
"C";25;"MIN";27;0;8.7;22.2;1.1;1.9;58.8;0.6;1.1;58.6;1;1.9;2.9;0.5;0.1;0.4;0.7;0.6;3.1
"PF";25;"MEM";2;0;10.5;66.7;0.5;2;25;1;1;100;1;0.5;1.5;1;0.5;0;1.5;1;5
"SG";25;"ATL";43;4;21.3;23.1;2.1;3.8;54.6;0.6;1.1;54.2;0.8;2.7;3.5;1.9;1.3;0.4;1.4;2;5.8
"SF";22;"TOT";16;3;17.9;34.9;1.6;3.1;53.1;0.6;0.9;71.4;1;3.6;4.6;1.8;0.3;0.6;1.3;2.6;6.7
"SF";22;"MIL";7;0;13;44.4;0.9;1.7;50;0.3;0.4;66.7;0;2.9;2.9;1.3;0;0.7;0.7;2.3;3.7
"SF";22;"GSW";9;3;21.7;32.4;2.2;4.1;54.1;0.9;1.2;72.7;1.8;4.1;5.9;2.1;0.4;0.4;1.8;2.9;9
"PF";27;"WAS";54;4;29.3;42.4;1.2;2.6;47.1;1.9;2.3;85.2;0.6;3.9;4.5;1.7;0.7;0.6;1.1;2.6;15.4
"PG";31;"LAC";51;50;26.3;38.8;1.3;2.6;49.6;0.6;0.9;66;1.1;4.1;5.2;3.6;1.1;0.5;1.3;3.1;7.9
"C";27;"ORL";48;24;19.2;0;1.5;3;51.4;1.4;2.1;65.3;1.9;2.7;4.6;1;0.4;0.5;0.6;1.9;4.4
"C";27;"CHO";53;29;19.4;NA;2.8;5.2;54.3;1.7;2.8;60.3;2.3;3.5;5.8;0.9;0.2;0.9;0.9;2.2;7.4
"PG";30;"MIL";61;61;27;34.4;4.3;8;53.3;2.8;3.5;79;0.7;3.9;4.6;5.4;0.9;0.4;2.4;2.1;14.9
"SG";27;"SAC";61;28;29;37.2;2.8;5.3;53.2;1.4;1.9;74.1;0.4;3;3.4;3.4;1;0.2;1.7;2.2;15.1
"SF";30;"UTA";63;63;33.1;41.4;3.6;7.6;47.9;4;4.4;90.3;0.6;3.5;4.1;2.1;0.5;0.1;2.5;1.7;20.2
"SF";20;"DEN";7;0;12.4;44.4;1.4;2.7;52.6;1.1;1.4;80;0.7;2;2.7;0.9;0.3;0.9;1.4;1.6;5.7
"PF";24;"TOT";7;0;6.7;0;0.6;1;57.1;0.3;0.6;50;0.4;0.9;1.3;0;0.4;0.3;0.3;1.4;1.4
"PF";24;"PHI";4;0;3.5;0;0.5;0.5;100;0;0.5;0;0;0.3;0.3;0;0.3;0;0.5;1;1
"PF";24;"PHO";3;0;11;0;0.7;1.7;40;0.7;0.7;100;1;1.7;2.7;0;0.7;0.7;0;2;2
"C";21;"CLE";1;0;3;NA;0;0;NA;0;0;NA;0;2;2;0;1;0;0;1;0
"PG";22;"DET";10;0;5.3;20;0.3;1;30;0;0;NA;0;0.4;0.4;0.8;0.1;0;0.2;0.6;1.2
"SF";20;"WAS";66;49;18.9;35.2;1.4;2.5;57.1;1;1.3;81.2;1.1;2.3;3.4;1.2;0.7;0.3;0.9;2.4;5
